date,time,latitude,longitude,rainfall_1h,rainfall_3h,rainfall_6h,rainfall_12h,rainfall_24h,rainfall_72h,river_level,river_level_lag1,river_level_lag3,river_level_lag6,river_level_lag12,river_discharge,temperature,humidity,pressure,wind_speed,elevation,distance_from_river,historical_flood_count,population,flood_probability,flood_risk
2020-07-03,12:00:00,16.52,81.08,15.68,33.05,56.19,97.23,169.1,396.0,13.021,12.818,10.26,11.39,13.8,84092.09,25.95,79.33,1005.58,6.66,16.5,2.4,8,17400,0.8339,VERY_HIGH
2020-07-03,18:00:00,16.58,81.14,30.9,84.94,155.61,272.44,421.93,1116.44,13.8,13.021,10.491,10.736,13.8,174287.79,31.86,85.75,1008.49,10.11,22.7,4.1,15,10900,0.99,VERY_HIGH
2020-07-04,00:00:00,16.1,80.65,24.39,46.53,75.76,162.72,311.93,982.17,13.8,13.8,12.818,10.879,13.74,131604.33,23.95,81.74,1003.03,9.48,18.2,2.1,12,12450,0.99,VERY_HIGH
2020-07-04,06:00:00,16.14,80.71,7.03,19.91,29.39,36.54,54.35,182.44,13.392,13.8,13.021,10.26,13.26,41743.08,29.26,79.47,1013.46,9.92,21.4,3.7,9,8320,0.1136,LOW
2020-07-04,12:00:00,16.18,80.75,40.58,80.86,185.96,341.53,557.88,1238.61,13.8,13.392,13.8,10.491,12.908,219076.1,28.12,89.38,1009.32,7.02,14.7,1.2,10,15620,0.99,VERY_HIGH
2020-07-04,18:00:00,16.22,80.8,13.36,30.7,49.92,86.01,163.3,475.4,13.8,13.8,13.8,12.818,12.313,82327.84,28.31,82.2,1002.88,13.01,12.8,2.8,10,19850,0.8822,VERY_HIGH
2020-07-05,00:00:00,16.28,80.84,19.26,31.56,68.95,136.71,209.02,635.4,13.8,13.8,13.392,13.021,11.39,98614.99,25.93,84.23,1013.71,9.45,25.1,5.4,10,9130,0.9261,VERY_HIGH
2020-07-05,06:00:00,16.34,80.9,38.83,108.04,244.95,447.95,831.81,2563.41,13.8,13.8,13.8,13.8,10.736,316405.07,23.04,82.95,1013.06,10.94,19.3,3.1,7,14670,0.99,VERY_HIGH
2020-07-05,12:00:00,16.4,80.96,6.7,10.41,21.49,39.21,76.17,259.15,13.452,13.8,13.8,13.8,10.879,53584.71,30.16,84.19,1007.12,7.37,11.9,1.6,12,22100,0.5101,HIGH
2020-07-05,18:00:00,16.46,81.02,10.91,32.58,66.53,138.06,214.18,644.72,13.8,13.452,13.8,13.392,10.26,101957.85,27.49,80.83,1006.52,4.6,28.4,6.2,12,7650,0.9614,VERY_HIGH
2020-07-06,00:00:00,16.52,81.08,37.69,109.23,224.6,359.78,664.28,1342.07,13.8,13.8,13.8,13.8,10.491,257184.06,24.48,92.76,1004.45,10.75,16.5,2.4,14,17400,0.99,VERY_HIGH
2020-07-06,06:00:00,16.58,81.14,8.64,29.71,55.36,85.31,152.63,390.82,13.8,13.8,13.452,13.8,12.818,77407.1,25.54,85.45,1002.81,8.18,22.7,4.1,11,10900,0.8286,VERY_HIGH
2020-07-06,12:00:00,16.1,80.65,3.04,4.01,4.01,11.58,31.05,100.93,13.083,13.8,13.8,13.8,13.021,33464.93,29.47,89.18,1007.78,5.54,18.2,2.1,13,12450,0.1693,LOW
2020-07-06,18:00:00,16.14,80.71,14.39,29.42,62.81,112.25,199.46,635.48,13.8,13.083,13.8,13.8,13.8,92471.46,24.89,89.03,1006.16,13.21,21.4,3.7,13,8320,0.9123,VERY_HIGH
2020-07-07,00:00:00,16.18,80.75,4.64,9.61,27.65,42.79,54.28,123.46,13.241,13.8,13.8,13.452,13.8,44630.7,26.04,82.39,998.99,10.75,14.7,1.2,14,15620,0.3052,MODERATE
2020-07-07,06:00:00,16.22,80.8,11.22,36.57,56.49,93.73,177.56,598.74,13.794,13.241,13.083,13.8,13.392,86148.77,29.8,84.1,1001.1,13.25,12.8,2.8,13,19850,0.8742,VERY_HIGH
2020-07-07,12:00:00,16.28,80.84,0.92,0.92,0.92,0.92,0.97,37.99,12.92,13.794,13.8,13.8,13.8,23695.92,24.29,90.73,1003.33,7.72,25.1,5.4,11,9130,0.0508,LOW
2020-07-07,18:00:00,16.34,80.9,4.57,14.61,23.27,40.22,54.8,149.2,12.441,12.92,13.241,13.8,13.8,39580.92,28.81,84.79,1004.01,11.32,19.3,3.1,17,14670,0.173,LOW
2020-07-08,00:00:00,16.4,80.96,25.57,77.69,147.23,213.29,398.92,1077.74,13.8,12.441,13.794,13.083,13.8,164458.14,27.18,83.01,1007.64,9.6,11.9,1.6,10,22100,0.99,VERY_HIGH
2020-07-08,06:00:00,16.46,81.02,13.4,37.26,61.87,101.91,203.92,581.55,13.8,13.8,12.92,13.8,13.8,97279.02,28.08,85.0,1001.18,12.17,28.4,6.2,14,7650,0.9252,VERY_HIGH
2020-07-08,12:00:00,16.52,81.08,12.14,27.1,50.5,75.05,135.76,392.86,13.8,13.8,12.441,13.241,13.452,72644.72,28.87,83.1,1009.73,12.28,16.5,2.4,10,17400,0.7567,VERY_HIGH
2020-07-08,18:00:00,16.58,81.14,23.38,58.76,91.99,178.14,298.26,752.6,13.8,13.8,13.8,13.794,13.8,128734.29,25.98,92.42,1005.39,9.55,22.7,4.1,13,10900,0.99,VERY_HIGH
2020-07-09,00:00:00,16.1,80.65,12.49,20.92,29.42,33.17,50.45,189.5,13.197,13.8,13.8,12.92,13.8,42299.63,29.89,78.15,1006.75,6.88,18.2,2.1,13,12450,0.2312,LOW
2020-07-09,06:00:00,16.14,80.71,2.81,3.67,3.67,14.1,14.1,32.78,12.209,13.197,13.8,12.441,13.8,27738.33,23.4,75.1,1002.0,8.89,21.4,3.7,13,8320,0.0616,LOW
2020-07-09,12:00:00,16.18,80.75,28.05,59.04,107.31,181.68,267.92,576.15,13.362,12.209,13.8,13.8,13.083,118006.39,29.6,80.63,1007.39,7.98,14.7,1.2,11,15620,0.9857,VERY_HIGH
2020-07-09,18:00:00,16.22,80.8,11.45,27.27,51.34,80.21,144.83,347.52,13.478,13.362,13.197,13.8,13.8,72275.92,26.85,85.21,1005.48,3.96,12.8,2.8,11,19850,0.7892,VERY_HIGH
2020-07-10,00:00:00,16.28,80.84,0.24,0.24,1.47,7.16,13.5,26.64,12.606,13.478,12.209,13.8,13.241,25666.18,25.25,77.06,1010.25,6.33,25.1,5.4,14,9130,0.0673,LOW
2020-07-10,06:00:00,16.34,80.9,22.03,45.53,72.95,155.26,229.56,533.09,13.786,12.606,13.362,13.8,13.794,103923.2,25.62,82.9,1003.29,8.35,19.3,3.1,13,14670,0.9651,VERY_HIGH
2020-07-10,12:00:00,16.4,80.96,14.87,28.83,68.18,95.82,153.65,429.27,13.8,13.786,13.478,13.197,12.92,79374.48,26.63,92.62,1005.58,11.2,11.9,1.6,9,22100,0.8781,VERY_HIGH
2020-07-10,18:00:00,16.46,81.02,11.37,30.96,64.94,125.37,206.48,495.82,13.8,13.8,12.606,12.209,12.441,95792.7,26.1,88.54,1004.64,6.78,28.4,6.2,11,7650,0.9182,VERY_HIGH
2020-07-11,00:00:00,16.52,81.08,18.24,36.69,63.24,89.59,148.9,405.38,13.8,13.8,13.786,13.362,13.8,76988.17,28.03,99.0,998.27,10.52,16.5,2.4,14,17400,0.8002,VERY_HIGH
2020-07-11,06:00:00,16.58,81.14,13.0,29.95,60.64,84.31,161.73,561.38,13.8,13.8,13.8,13.478,13.8,81580.65,28.53,86.58,1004.99,7.35,22.7,4.1,12,10900,0.9098,VERY_HIGH
2020-07-11,12:00:00,16.1,80.65,4.83,16.74,39.86,74.42,133.44,415.21,13.8,13.8,13.8,12.606,13.8,72598.72,24.36,74.29,1007.95,11.2,18.2,2.1,8,12450,0.7275,HIGH
2020-07-11,18:00:00,16.14,80.71,13.54,35.66,66.2,108.24,151.13,536.56,13.8,13.8,13.8,13.786,13.8,77491.65,26.94,82.96,1004.74,10.07,21.4,3.7,14,8320,0.8388,VERY_HIGH
2020-07-12,00:00:00,16.18,80.75,10.24,28.34,62.88,127.96,245.02,537.67,13.8,13.8,13.8,13.8,13.197,111173.14,28.24,95.51,1007.88,12.99,14.7,1.2,11,15620,0.9827,VERY_HIGH
2020-07-12,06:00:00,16.22,80.8,50.4,113.44,201.01,293.44,553.7,1676.66,13.8,13.8,13.8,13.8,12.209,220500.88,30.33,86.14,999.2,11.57,12.8,2.8,12,19850,0.99,VERY_HIGH
2020-07-12,12:00:00,16.28,80.84,7.4,20.57,43.67,79.2,171.7,550.49,13.8,13.8,13.8,13.8,13.362,85610.34,24.24,76.2,1005.0,14.48,25.1,5.4,14,9130,0.8584,VERY_HIGH
2020-07-12,18:00:00,16.34,80.9,5.31,11.26,11.26,20.57,39.23,83.76,12.961,13.8,13.8,13.8,13.478,35775.48,28.14,86.33,1008.68,10.27,19.3,3.1,12,14670,0.1247,LOW
2020-07-13,00:00:00,16.4,80.96,0.33,0.33,0.33,0.33,0.91,23.05,11.989,12.961,13.8,13.8,12.606,22839.62,25.98,81.63,1003.63,6.25,11.9,1.6,10,22100,0.0422,LOW
2020-07-13,06:00:00,16.46,81.02,28.19,67.51,112.53,178.71,340.83,1147.71,13.8,11.989,13.8,13.8,13.786,143888.38,28.34,82.93,999.48,5.99,28.4,6.2,10,7650,0.99,VERY_HIGH
2020-07-13,12:00:00,16.52,81.08,5.77,21.04,35.7,45.81,81.12,158.59,13.039,13.8,12.961,13.8,13.8,53720.59,30.99,79.36,1004.17,6.96,16.5,2.4,12,17400,0.3414,MODERATE
2020-07-13,18:00:00,16.58,81.14,11.85,34.29,70.34,114.85,200.42,592.71,13.8,13.039,11.989,13.8,13.8,95999.86,28.75,85.57,1007.73,8.41,22.7,4.1,12,10900,0.9386,VERY_HIGH
2020-07-14,00:00:00,16.1,80.65,4.22,6.19,11.08,25.3,29.41,108.95,12.957,13.8,13.8,13.8,13.8,33727.88,30.2,89.44,1004.67,14.86,18.2,2.1,10,12450,0.1285,LOW
2020-07-14,06:00:00,16.14,80.71,1.57,5.28,7.88,15.65,18.68,61.66,12.079,12.957,13.039,12.961,13.8,26845.88,29.61,81.07,1007.05,8.08,21.4,3.7,12,8320,0.0497,LOW
2020-07-14,12:00:00,16.18,80.75,34.02,64.46,145.89,260.03,396.55,886.64,13.8,12.079,13.8,11.989,13.8,162449.71,25.91,85.63,1004.98,14.14,14.7,1.2,12,15620,0.99,VERY_HIGH
2020-07-14,18:00:00,16.22,80.8,4.03,8.26,21.13,36.85,66.42,119.1,13.455,13.8,12.957,13.8,13.8,48513.48,28.71,88.53,1007.05,10.35,12.8,2.8,11,19850,0.2296,LOW
2020-07-15,00:00:00,16.28,80.84,3.13,5.57,17.78,17.78,33.32,71.05,12.745,13.455,12.079,13.039,13.8,36955.95,24.76,80.58,1002.25,10.19,25.1,5.4,13,9130,0.0882,LOW
2020-07-15,06:00:00,16.34,80.9,22.57,51.48,103.22,194.63,372.46,1041.14,13.8,12.745,13.8,13.8,13.8,155665.41,29.86,78.6,1004.77,10.69,19.3,3.1,14,14670,0.99,VERY_HIGH
2020-07-15,12:00:00,16.4,80.96,31.42,85.08,192.68,372.27,713.12,1466.7,13.8,13.8,13.455,12.957,13.8,276350.31,27.47,92.0,1003.91,8.47,11.9,1.6,13,22100,0.99,VERY_HIGH
2020-07-15,18:00:00,16.46,81.02,2.11,4.43,17.58,30.76,53.92,147.36,13.07,13.8,12.745,12.079,12.961,41335.8,25.27,80.3,1003.76,9.67,28.4,6.2,8,7650,0.1454,LOW
2020-07-16,00:00:00,16.52,81.08,11.37,21.77,35.5,65.92,131.79,321.23,13.271,13.07,13.8,13.8,11.989,68494.2,24.37,99.0,1004.87,12.77,16.5,2.4,13,17400,0.524,HIGH
2020-07-16,06:00:00,16.58,81.14,0.19,1.44,6.14,11.69,17.17,47.32,12.414,13.271,13.8,13.455,13.8,27045.16,23.75,76.93,1008.79,9.23,22.7,4.1,10,10900,0.0387,LOW
2020-07-16,12:00:00,16.1,80.65,6.82,13.39,27.87,39.04,71.53,173.36,12.037,12.414,13.07,12.745,13.039,45564.45,26.24,74.83,1011.34,7.73,18.2,2.1,12,12450,0.5161,HIGH
2020-07-16,18:00:00,16.14,80.71,4.4,7.65,21.72,49.03,72.34,226.14,11.816,12.037,13.271,13.8,13.8,44270.96,27.07,83.84,1013.62,9.23,21.4,3.7,14,8320,0.2302,LOW
2020-07-17,00:00:00,16.18,80.75,4.87,5.79,16.77,29.54,51.4,173.11,11.31,11.816,12.414,13.8,12.957,40105.34,23.22,85.24,1000.65,7.26,14.7,1.2,13,15620,0.1653,LOW
2020-07-17,06:00:00,16.22,80.8,16.61,25.8,37.11,69.78,91.44,302.76,10.922,11.31,12.037,13.07,12.079,53095.22,27.26,89.48,1008.15,11.74,12.8,2.8,11,19850,0.4034,MODERATE
2020-07-17,12:00:00,16.28,80.84,10.64,21.54,37.55,69.14,112.92,335.46,11.052,10.922,11.816,13.271,13.8,58379.75,27.05,87.85,1010.43,9.55,25.1,5.4,13,9130,0.4026,MODERATE
2020-07-17,18:00:00,16.34,80.9,10.45,19.02,29.24,55.56,99.61,196.33,10.66,11.052,11.31,12.414,13.455,55959.85,30.06,78.17,1002.71,6.94,19.3,3.1,12,14670,0.2616,MODERATE
2020-07-18,00:00:00,16.4,80.96,4.18,10.38,25.61,53.92,92.04,240.7,10.677,10.66,10.922,12.037,12.745,51351.78,27.12,83.49,1009.44,5.57,11.9,1.6,15,22100,0.1777,LOW
2020-07-18,06:00:00,16.46,81.02,29.25,88.26,194.66,314.92,483.72,1092.01,13.387,10.677,11.052,11.816,13.8,194814.81,27.47,82.76,1007.73,6.43,28.4,6.2,15,7650,0.99,VERY_HIGH
2020-07-18,12:00:00,16.52,81.08,48.13,91.22,170.23,316.85,601.15,1572.96,13.8,13.387,10.66,11.31,13.8,236367.73,28.61,85.6,1007.12,9.28,16.5,2.4,11,17400,0.99,VERY_HIGH
2020-07-18,18:00:00,16.58,81.14,0.6,5.11,5.11,5.11,16.0,24.71,12.85,13.8,10.677,10.922,13.07,27284.2,25.2,89.34,1004.0,6.41,22.7,4.1,14,10900,0.0461,LOW
2020-07-19,00:00:00,16.1,80.65,1.97,4.41,5.61,5.61,8.77,32.69,11.867,12.85,13.387,11.052,13.271,23915.92,26.45,89.98,1008.5,9.24,18.2,2.1,12,12450,0.0696,LOW
2020-07-19,06:00:00,16.14,80.71,35.11,103.34,232.22,449.48,829.29,2552.87,13.8,11.867,13.8,10.66,12.414,317255.08,23.23,81.36,1001.17,14.53,21.4,3.7,10,8320,0.99,VERY_HIGH
2020-07-19,12:00:00,16.18,80.75,19.56,47.31,109.11,180.75,264.61,558.33,13.8,13.8,12.85,10.677,12.037,119335.41,25.53,99.0,1008.57,12.15,14.7,1.2,16,15620,0.99,VERY_HIGH
2020-07-19,18:00:00,16.22,80.8,1.22,1.22,1.22,1.22,23.11,113.12,12.613,13.8,11.867,13.387,11.816,30531.89,26.99,96.73,1010.21,8.87,12.8,2.8,12,19850,0.0854,LOW
2020-07-20,00:00:00,16.28,80.84,9.29,25.99,35.79,47.6,79.0,248.48,12.163,12.613,13.8,13.8,11.31,50765.12,26.61,84.25,1004.25,11.33,25.1,5.4,12,9130,0.2054,LOW
2020-07-20,06:00:00,16.34,80.9,1.65,7.38,11.44,20.89,20.89,92.56,11.431,12.163,13.8,12.85,10.922,29192.28,25.21,80.04,1001.35,11.4,19.3,3.1,9,14670,0.0781,LOW
2020-07-20,12:00:00,16.4,80.96,3.45,7.19,7.19,18.22,38.72,92.48,11.085,11.431,12.613,11.867,11.052,32133.12,25.68,89.37,1001.62,14.04,11.9,1.6,12,22100,0.1337,LOW
2020-07-20,18:00:00,16.46,81.02,25.85,80.45,149.01,218.88,416.14,1225.95,13.8,11.085,12.163,13.8,10.66,170043.77,27.88,80.64,1000.73,8.93,28.4,6.2,13,7650,0.99,VERY_HIGH
2020-07-21,00:00:00,16.52,81.08,5.67,10.82,14.8,32.28,54.96,112.23,12.804,13.8,11.431,13.8,10.677,43105.43,24.81,88.05,1009.7,10.4,16.5,2.4,14,17400,0.1613,LOW
2020-07-21,06:00:00,16.58,81.14,5.77,18.86,24.02,49.33,121.4,416.22,12.831,12.804,11.085,12.613,13.387,67033.84,27.09,74.76,1008.96,4.99,22.7,4.1,11,10900,0.598,HIGH
2020-07-21,12:00:00,16.1,80.65,18.05,54.3,95.02,141.98,254.33,804.39,13.8,12.831,13.8,12.163,13.8,115241.81,29.99,83.43,1007.16,11.21,18.2,2.1,14,12450,0.99,VERY_HIGH
2020-07-21,18:00:00,16.14,80.71,1.67,1.67,1.67,1.67,1.67,19.77,12.643,13.8,12.804,11.431,12.85,22361.54,29.19,85.11,1013.66,12.06,21.4,3.7,13,8320,0.0363,LOW
2020-07-22,00:00:00,16.18,80.75,5.1,14.0,28.48,62.22,81.12,220.07,12.377,12.643,12.831,11.085,11.867,49112.71,23.21,73.17,1009.12,5.5,14.7,1.2,13,15620,0.2646,MODERATE
2020-07-22,06:00:00,16.22,80.8,9.94,24.59,53.82,87.82,166.94,457.98,12.481,12.377,13.8,13.8,13.8,82202.49,24.94,83.21,1009.95,14.21,12.8,2.8,14,19850,0.8303,VERY_HIGH
2020-07-22,12:00:00,16.28,80.84,4.75,14.13,16.33,37.37,54.76,117.76,11.982,12.481,12.643,12.804,13.8,41304.29,26.63,91.99,1004.0,13.52,25.1,5.4,11,9130,0.1075,LOW
2020-07-22,18:00:00,16.34,80.9,31.33,78.34,139.88,256.78,480.39,1104.42,13.8,11.982,12.377,12.831,12.613,193057.52,28.56,92.6,1003.65,12.8,19.3,3.1,11,14670,0.99,VERY_HIGH
2020-07-23,00:00:00,16.4,80.96,30.43,92.7,176.49,341.22,502.47,1490.69,13.8,13.8,12.481,13.8,12.163,202073.74,28.49,78.51,1007.88,10.04,11.9,1.6,15,22100,0.99,VERY_HIGH
2020-07-23,06:00:00,16.46,81.02,9.78,20.82,30.57,59.51,92.47,245.82,13.377,13.8,11.982,12.643,11.431,55689.93,26.31,79.08,1004.31,9.37,28.4,6.2,15,7650,0.3902,MODERATE
2020-07-23,12:00:00,16.52,81.08,1.76,4.57,16.25,25.43,48.62,127.84,12.423,13.377,13.8,12.377,11.085,40296.65,27.33,80.88,1003.77,9.82,16.5,2.4,6,17400,0.1397,LOW
2020-07-23,18:00:00,16.58,81.14,8.34,20.02,29.7,39.31,55.97,172.7,12.019,12.423,13.8,12.481,13.8,41886.53,22.9,84.83,1003.29,10.9,22.7,4.1,12,10900,0.0912,LOW
2020-07-24,00:00:00,16.1,80.65,0.79,7.34,15.1,30.81,61.6,188.25,11.862,12.019,13.377,11.982,12.804,42347.85,25.23,99.0,1005.28,8.56,18.2,2.1,10,12450,0.2957,MODERATE
2020-07-24,06:00:00,16.14,80.71,26.64,73.09,122.45,216.42,324.31,1103.73,13.8,11.862,12.423,13.8,12.831,139015.52,29.9,88.06,1004.89,15.15,21.4,3.7,10,8320,0.99,VERY_HIGH
2020-07-24,12:00:00,16.18,80.75,6.56,10.35,37.33,80.45,130.51,301.08,13.8,13.8,12.019,13.8,13.8,69523.57,26.7,69.6,1003.43,12.13,14.7,1.2,14,15620,0.7547,VERY_HIGH
2020-07-24,18:00:00,16.22,80.8,8.63,12.97,14.92,14.92,44.78,132.86,13.166,13.8,11.862,13.377,12.643,39273.5,28.92,87.81,1001.45,10.7,12.8,2.8,11,19850,0.237,LOW
2020-07-25,00:00:00,16.28,80.84,20.67,43.9,96.01,160.7,294.26,616.61,13.8,13.166,13.8,12.423,12.377,130482.25,26.81,88.15,1002.39,6.3,25.1,5.4,11,9130,0.9864,VERY_HIGH
2020-07-25,06:00:00,16.34,80.9,6.98,14.36,26.62,35.85,55.05,197.75,13.224,13.8,13.8,12.019,12.481,43279.13,24.0,86.09,998.8,5.01,19.3,3.1,13,14670,0.3379,MODERATE
2020-07-25,12:00:00,16.4,80.96,7.35,15.78,28.01,61.9,101.83,270.06,13.211,13.224,13.166,11.862,11.982,58914.51,27.74,94.02,996.28,10.3,11.9,1.6,10,22100,0.3895,MODERATE
2020-07-25,18:00:00,16.46,81.02,67.71,199.42,349.63,701.38,1193.37,3244.25,13.8,13.211,13.8,13.8,13.8,442128.08,22.67,81.36,996.63,14.25,28.4,6.2,13,7650,0.99,VERY_HIGH
2020-07-26,00:00:00,16.52,81.08,9.6,20.2,41.62,71.75,113.43,288.45,13.489,13.8,13.224,13.8,13.8,63718.14,28.82,85.93,1006.01,12.85,16.5,2.4,12,17400,0.7242,HIGH
2020-07-26,06:00:00,16.58,81.14,1.76,2.67,2.67,6.99,6.99,6.99,12.279,13.489,13.211,13.166,13.377,25360.47,28.77,91.51,1005.02,7.22,22.7,4.1,15,10900,0.0557,LOW
2020-07-26,12:00:00,16.1,80.65,21.83,46.3,97.83,206.18,292.18,626.91,13.8,12.279,13.8,13.8,12.423,124990.16,27.56,89.25,1009.74,9.76,18.2,2.1,10,12450,0.99,VERY_HIGH
2020-07-26,18:00:00,16.14,80.71,0.48,0.89,1.55,10.58,17.71,82.29,13.071,13.8,13.489,13.224,12.019,28853.87,24.87,89.01,999.03,7.57,21.4,3.7,12,8320,0.0781,LOW
2020-07-27,00:00:00,16.18,80.75,5.81,20.16,44.2,57.28,84.49,294.08,12.911,13.071,12.279,13.211,11.862,53671.71,26.55,89.3,994.73,13.34,14.7,1.2,9,15620,0.415,MODERATE
2020-07-27,06:00:00,16.22,80.8,37.18,113.33,235.24,409.92,570.33,1414.92,13.8,12.911,13.8,13.8,13.8,224167.64,27.91,91.1,999.87,10.02,12.8,2.8,13,19850,0.99,VERY_HIGH
2020-07-27,12:00:00,16.28,80.84,19.12,41.67,63.15,105.82,157.66,459.46,13.8,13.8,13.071,13.489,13.8,80018.34,27.94,79.99,1011.73,10.84,25.1,5.4,15,9130,0.8,VERY_HIGH
2020-07-27,18:00:00,16.34,80.9,18.8,38.7,67.03,103.47,146.89,380.03,13.8,13.8,12.911,12.279,13.166,76502.92,31.0,93.38,1008.01,7.49,19.3,3.1,13,14670,0.7516,VERY_HIGH
2020-07-28,00:00:00,16.4,80.96,15.98,43.18,71.8,145.02,310.38,941.63,13.8,13.8,13.8,13.8,13.8,134973.95,27.8,90.37,1003.53,11.99,11.9,1.6,17,22100,0.99,VERY_HIGH
2020-07-28,06:00:00,16.46,81.02,6.2,18.04,30.24,42.13,73.45,243.56,13.678,13.8,13.8,13.071,13.224,48917.98,25.84,86.12,1009.49,9.78,28.4,6.2,11,7650,0.2931,MODERATE
2020-07-28,12:00:00,16.52,81.08,18.85,58.3,90.4,141.46,205.13,431.81,13.8,13.678,13.8,12.911,13.211,95730.29,24.78,92.09,1003.72,12.31,16.5,2.4,12,17400,0.9391,VERY_HIGH
2020-07-28,18:00:00,16.58,81.14,12.89,27.23,51.3,95.95,141.15,444.73,13.8,13.8,13.8,13.8,13.8,75010.43,25.66,76.33,1005.14,8.07,22.7,4.1,13,10900,0.8708,VERY_HIGH
2020-07-29,00:00:00,16.1,80.65,13.6,42.73,69.44,137.63,227.32,805.62,13.8,13.8,13.678,13.8,13.489,106046.07,27.39,81.17,998.5,5.55,18.2,2.1,16,12450,0.9737,VERY_HIGH
2020-07-29,06:00:00,16.14,80.71,21.03,53.88,79.74,120.34,160.6,435.88,13.8,13.8,13.8,13.8,12.279,79801.77,26.52,81.79,1004.25,15.09,21.4,3.7,12,8320,0.8639,VERY_HIGH
2020-07-29,12:00:00,16.18,80.75,99.26,176.39,320.21,475.18,842.02,2361.66,13.8,13.8,13.8,13.8,13.8,317824.74,25.64,86.24,1009.66,9.15,14.7,1.2,11,15620,0.99,VERY_HIGH
2020-07-29,18:00:00,16.22,80.8,26.78,59.34,130.11,250.38,372.43,1120.9,13.8,13.8,13.8,13.678,13.071,157106.49,24.56,87.28,1011.63,13.42,12.8,2.8,10,19850,0.99,VERY_HIGH
2020-07-30,00:00:00,16.28,80.84,10.37,27.38,54.2,78.34,134.16,272.48,13.635,13.8,13.8,13.8,12.911,71459.84,27.54,91.23,1005.37,11.59,25.1,5.4,12,9130,0.6206,HIGH
2020-07-30,06:00:00,16.34,80.9,0.81,0.81,0.81,0.81,5.07,8.89,12.598,13.635,13.8,13.8,13.8,24172.94,26.07,71.78,1009.67,10.67,19.3,3.1,14,14670,0.0722,LOW
2020-07-30,12:00:00,16.4,80.96,20.3,38.08,74.42,109.25,196.43,644.95,13.544,12.598,13.8,13.8,13.8,94176.46,25.05,86.51,1008.68,7.93,11.9,1.6,12,22100,0.9395,VERY_HIGH
2020-07-30,18:00:00,16.46,81.02,23.8,66.42,139.55,190.42,345.91,907.51,13.8,13.544,13.635,13.8,13.8,145491.57,27.0,82.5,1003.64,10.27,28.4,6.2,9,7650,0.99,VERY_HIGH
2020-07-31,00:00:00,16.52,81.08,3.31,8.11,16.94,23.97,46.38,157.87,13.312,13.8,12.598,13.8,13.8,40250.69,34.08,87.93,1001.0,14.38,16.5,2.4,9,17400,0.1918,LOW
2020-07-31,06:00:00,16.58,81.14,12.61,38.16,67.93,127.87,200.95,477.75,13.8,13.312,13.544,13.8,13.678,94107.68,27.42,78.82,1003.02,8.45,22.7,4.1,8,10900,0.8657,VERY_HIGH
2020-07-31,12:00:00,16.1,80.65,1.24,3.33,7.49,12.52,37.13,160.0,12.959,13.8,13.8,13.635,13.8,35256.53,30.3,80.21,1007.65,11.27,18.2,2.1,10,12450,0.1526,LOW
2020-07-31,18:00:00,16.14,80.71,11.21,33.33,67.09,99.8,200.78,608.48,13.397,12.959,13.312,12.598,13.8,95266.08,23.98,85.87,1007.87,15.21,21.4,3.7,13,8320,0.9592,VERY_HIGH
2020-08-01,00:00:00,16.18,80.75,1.53,3.85,8.85,9.81,15.7,59.98,12.756,13.397,13.8,13.544,13.8,28773.36,24.16,79.23,997.97,8.63,14.7,1.2,14,15620,0.0662,LOW
2020-08-01,06:00:00,16.22,80.8,50.35,135.92,270.15,531.5,763.92,2132.66,13.8,12.756,12.959,13.8,13.8,291872.61,29.2,75.99,1005.38,10.83,12.8,2.8,13,19850,0.99,VERY_HIGH
2020-08-01,12:00:00,16.28,80.84,16.16,24.23,56.47,109.61,177.43,618.17,13.8,13.8,13.397,13.312,13.8,85610.26,25.06,93.66,1005.74,9.82,25.1,5.4,11,9130,0.9207,VERY_HIGH
2020-08-01,18:00:00,16.34,80.9,19.68,38.87,67.11,114.37,183.45,403.9,13.8,13.8,12.756,13.8,13.8,88669.35,26.9,86.04,1011.63,5.21,19.3,3.1,13,14670,0.916,VERY_HIGH
2020-08-02,00:00:00,16.4,80.96,14.4,43.48,97.14,186.27,332.14,821.75,13.8,13.8,13.8,12.959,13.635,141158.48,25.23,82.65,1004.79,10.48,11.9,1.6,8,22100,0.99,VERY_HIGH
2020-08-02,06:00:00,16.46,81.02,27.47,45.17,90.99,168.83,258.66,812.48,13.8,13.8,13.8,13.397,12.598,115163.31,24.61,90.28,1004.01,11.53,28.4,6.2,11,7650,0.9893,VERY_HIGH
2020-08-02,12:00:00,16.52,81.08,78.61,157.73,289.1,440.51,628.44,1815.84,13.8,13.8,13.8,12.756,13.544,244741.05,29.79,82.94,1003.74,10.33,16.5,2.4,13,17400,0.99,VERY_HIGH
2020-08-02,18:00:00,16.58,81.14,17.16,34.91,70.42,113.2,205.45,455.96,13.8,13.8,13.8,13.8,13.8,95889.39,25.97,82.82,1002.3,9.13,22.7,4.1,10,10900,0.9364,VERY_HIGH
2020-08-03,00:00:00,16.1,80.65,7.06,18.04,32.12,43.88,96.27,252.21,13.473,13.8,13.8,13.8,13.312,59167.84,28.01,78.57,1005.64,10.03,18.2,2.1,13,12450,0.6551,HIGH
